step,sampling/sampling_logp_difference/mean,sampling/sampling_logp_difference/max,sampling/importance_sampling_ratio/min,sampling/importance_sampling_ratio/mean,sampling/importance_sampling_ratio/max,completions/mean_length,completions/max_length,entropy,kl,reward,loss,diag/accuracy,diag/zero_var_group_ratio,frac_reward_zero_std
451,0.03569,6.503,0,0.6254,2.53,130,221,0.3144,0.05038,0.825,-0.05119,0.625,0.25,0.25
452,0.0334,2.325,0,0.8622,2.697,99.38,166,0.344,0.06254,0.825,0.2233,0.625,0.25,0.25
453,0.03384,2.45,0.01658,0.7895,2.556,110.8,192,0.3245,0.1577,0.8563,-0.1422,0.6562,0.25,0.25
454,0.02253,0.9929,0.2199,1.05,2.005,74.69,125,0.2613,0.04149,1.2,0.0008534,1,1,1
455,0.03066,1.473,0,0.6363,1.765,90.78,144,0.3632,0.05695,0.9813,0.07199,0.7812,0.5,0.5
456,0.02869,0.9111,0,0.8449,2.311,99.91,230,0.3434,0.04442,1.013,0.1071,0.8125,0.5,0.5
457,0.02691,2.044,0,0.7721,1.733,105.5,172,0.3171,0.05069,1.044,-0.06526,0.8438,0.5,0.5
458,0.03144,0.896,0,1.037,2.655,99.06,195,0.4128,0.04458,0.6625,-0.06523,0.4688,0.25,0.25
459,0.03016,0.8772,0,0.9161,2.92,100,168,0.373,0.04237,0.7938,0.01684,0.5938,0.25,0.25
460,0.02362,0.8088,0.2114,0.9168,2.392,88.94,159,0.2557,0.04646,1.013,-0.1443,0.8125,0.5,0.5
461,0.0318,0.808,0,0.7355,2.39,92.53,155,0.3555,0.04778,0.8875,-0.05621,0.6875,0.5,0.5
462,0.03768,14.12,0,0.6589,2.049,108.5,238,0.3918,0.07319,0.7313,0.02905,0.5312,0.25,0.25
463,0.04287,16.6,0,0.8082,2.665,139.7,321,0.4248,0.04719,0.6063,-0.06081,0.4062,0.5,0.5
464,0.02399,9.462,2.631e-05,0.9307,2.865,135.4,430,0.2512,0.0321,0.7938,-0.07024,0.5938,0.25,0.25
465,0.02913,0.9492,0.06184,0.8942,2.949,96.38,196,0.3631,0.04127,0.95,-0.1631,0.75,0.5,0.5
466,0.02908,6.889,0.0003605,0.7383,1.419,131.6,261,0.3409,0.06389,0.8563,-0.02818,0.6562,0.25,0.25
467,0.03735,11.23,0,0.7512,2.417,124.7,268,0.3372,0.05506,0.575,-0.093,0.375,0.25,0.25
468,0.02129,1.108,0.1266,0.8764,2.457,128.9,191,0.2578,0.03144,1.075,-0.1229,0.875,0.5,0.5
469,0.03678,14.94,0,0.5789,2.704,172.2,300,0.2846,0.0382,0.7938,-0.1037,0.5938,0.25,0.25
470,0.03253,0.9017,0.04474,0.7407,1.745,96.31,190,0.418,0.06166,0.7938,-0.0776,0.5938,0.25,0.25
471,0.03419,5.936,0,0.7283,2.393,113.4,700,0.4128,0.04901,1.1,-0.03361,0.9062,0.5,0.5
472,0.02889,0.7397,0.07282,0.8872,2.391,107.5,279,0.3745,0.03851,1.044,0.08695,0.8438,0.75,0.75
473,0.03761,15.22,0,0.7803,2.945,128.5,199,0.3079,0.0678,0.8563,-0.07749,0.6562,0,0
474,0.03336,7.53,0,0.846,2.693,123.3,274,0.4159,0.04574,0.7938,0.1248,0.5938,0.25,0.25
475,0.02652,1.031,0,0.8143,2.013,81.16,219,0.2392,0.06508,1.075,0.008021,0.875,0.25,0.25
476,0.02925,0.9318,0.07798,0.9906,2.45,100.9,214,0.323,0.04746,0.9813,-0.187,0.7812,0.5,0.5
477,0.02255,1.035,0.007512,0.9252,2.693,134.9,202,0.2588,0.03474,0.9813,-0.0821,0.7812,0.25,0.25
478,0.03304,15.56,2.423e-07,0.8708,2.786,117.6,241,0.3257,0.07911,0.9188,-0.04417,0.7188,0.75,0.75
479,0.02484,0.7029,0,0.9386,1.823,92.69,171,0.2572,0.03225,1.106,-0.04447,0.9062,0.75,0.75
480,0.03189,0.7078,0.2679,0.9575,2.561,103.7,219,0.3708,0.03782,0.7625,0.1001,0.5625,0,0
481,0.02832,1.244,0,0.811,2.664,77.75,123,0.2396,0.05611,1.106,-0.05313,0.9062,0.5,0.5
482,0.03549,11.3,0,0.873,2.252,79.44,128,0.2965,0.07016,0.7938,-0.2372,0.5938,0,0
483,0.02898,1.095,0,0.9276,2.764,77.56,178,0.3135,0.0407,1.106,-0.1223,0.9062,0.5,0.5
484,0.03542,14.12,0,0.7069,1.914,100.2,173,0.2926,0.09576,0.825,-0.1081,0.625,0,0
485,0.03502,11.92,0,0.8493,2.503,100.2,230,0.318,0.0814,0.8813,-0.1253,0.6875,0.75,0.75
486,0.03247,1.125,0,1.01,2.471,117.6,395,0.3603,0.0505,0.9188,-0.09475,0.7188,0.25,0.25
487,0.02402,0.8749,0.08768,0.7832,2.035,100.8,142,0.2597,0.04262,1.138,-0.07653,0.9375,0.5,0.5
488,0.02922,1.461,0,0.839,2.536,107.7,210,0.3191,0.06204,1.044,-0.1406,0.8438,0.5,0.5
489,0.03697,17.04,0,0.7902,2.856,108.4,163,0.2875,0.07028,1.013,-0.1213,0.8125,0.5,0.5
490,0.03945,1.227,0,0.6954,1.715,99.38,676,0.4201,0.06291,0.9125,0.01825,0.7188,0.5,0.5
491,0.05005,14.41,0,0.5725,2.041,129,263,0.3658,0.05189,0.95,0.09596,0.75,0.5,0.5
492,0.02618,0.7509,0.1748,1.003,2.747,91.47,223,0.2935,0.0481,0.9188,0.01171,0.7188,0.5,0.5
493,0.02873,1.493,0,0.6531,1.906,114,234,0.3198,0.05982,1.044,-0.01094,0.8438,0.5,0.5
494,0.03435,1.726,0,0.6868,2.6,106.1,204,0.3669,0.07493,0.7625,-0.228,0.5625,0,0
495,0.04837,14.87,0,0.8255,2.359,128.2,315,0.2842,0.09953,0.7938,-0.07238,0.5938,0.75,0.75
496,0.03185,2.608,0,0.7659,2.286,119.1,256,0.2899,0.06992,0.9813,-0.08571,0.7812,0.25,0.25
497,0.02945,1.851,0,0.7465,1.968,96.41,237,0.2471,0.08116,0.95,0.001581,0.75,1,1
498,0.02949,1.323,0.05991,0.9484,2.95,92.78,150,0.2775,0.05567,0.8563,-0.1889,0.6562,0.5,0.5
499,0.03297,1.099,0.1221,0.9126,2.69,85.72,125,0.2546,0.0616,0.9188,-0.09008,0.7188,0.25,0.25
500,0.03496,1.504,0.01331,0.804,2.429,89.41,176,0.3638,0.06279,0.8563,-0.003122,0.6562,0.5,0.5
