step,sampling/sampling_logp_difference/mean,sampling/sampling_logp_difference/max,sampling/importance_sampling_ratio/min,sampling/importance_sampling_ratio/mean,sampling/importance_sampling_ratio/max,completions/mean_length,completions/max_length,entropy,kl,reward,loss,diag/accuracy,diag/zero_var_group_ratio,frac_reward_zero_std
456,0.02699,2.295,0,0.8739,1.925,171,353,0.4728,0.08048,0.975,-0.0001174,0.7812,0.5,0.25
457,0.02559,0.7051,0,0.7293,2.319,169.2,266,0.4369,0.02309,1.169,-0.01843,0.9688,0.75,0.75
458,0.03669,1.035,0,0.8074,2.234,173.3,337,0.7266,0.03392,0.725,-0.2072,0.5312,0.5,0.25
459,0.03451,0.9533,0.09686,0.8395,2.579,161.8,700,0.6191,0.0281,0.7938,-0.09197,0.5938,0.25,0.25
460,0.02589,0.9854,0,0.9554,2.957,164.4,270,0.4123,0.02592,1.069,-0.1467,0.875,0.25,0.25
461,0.03284,0.8726,0,0.9541,2.304,163.1,700,0.5465,0.03141,0.8869,0.5895,0.6875,0.5,0.25
462,0.03882,0.6463,0,0.7366,2.997,211.8,700,0.7603,0.02516,0.85,-0.01222,0.6562,0.75,0.5
463,0.03908,0.9714,0,0.6341,2.208,224.9,521,0.7896,0.03214,0.6063,0.05879,0.4062,0.25,0.25
464,0.03132,0.664,0,0.7884,2.88,217.2,700,0.9337,0.02479,0.9041,-0.008946,0.7188,0.25,0.25
465,0.02769,1.272,0,0.7775,2.789,160.7,287,0.4609,0.02615,0.975,-0.003132,0.7812,0.25,0.25
466,0.02555,0.6791,0,0.8935,2.808,183.3,398,0.4784,0.02289,0.825,-0.1169,0.625,0.25,0.25
467,0.02743,0.6247,0,0.6436,2.218,246.1,463,0.4902,0.02611,0.7563,-0.1265,0.5625,0,0
468,0.0245,1.123,0.07598,0.7599,1.787,178,503,0.4391,0.03001,0.8563,0.04576,0.6562,0.5,0.5
469,0.03228,0.9788,0,0.6288,2.608,219.6,548,0.6073,0.02751,0.8125,-0.1361,0.625,0.25,0.25
470,0.0313,1.694,0,0.7374,2.643,172.2,281,0.5818,0.04847,0.8813,0.01218,0.6875,0.25,0.25
471,0.02853,0.8464,0,0.8043,2.98,137.5,246,0.449,0.05992,1.163,-0.2054,0.9688,0.75,0.5
472,0.0267,0.5457,0,0.6853,1.709,154.2,288,0.4692,0.02487,1.075,-0.05302,0.875,0.5,0.5
473,0.03086,0.9949,0,0.7282,2.535,247.6,700,0.5509,0.02947,0.7188,0.03429,0.5312,0,0
474,0.03564,1.785,0,0.7684,2.608,191,527,0.6023,0.03336,0.6875,-0.147,0.5,0.25,0.25
475,0.03014,0.928,0,0.8112,2.474,148.9,700,0.5,0.02819,1.074,-0.1224,0.875,0.25,0.25
476,0.03818,1.048,0,0.7809,2.336,193.8,700,0.8923,0.02391,0.8975,0.01359,0.7188,0.25,0.25
477,0.0293,0.657,0,0.8157,2.043,210.4,489,0.5399,0.02391,0.7875,-0.1346,0.5938,0,0
478,0.03483,0.7003,0.0676,0.6885,1.64,184.6,357,0.5444,0.03365,0.7688,-0.01746,0.5938,0.25,0
479,0.02724,0.7046,0.0003166,0.9838,2.442,145.8,369,0.421,0.02643,1.006,-0.1951,0.8125,0.25,0.25
480,0.03476,2.953,0,0.5888,2.263,192.7,368,0.5702,0.4828,0.9125,-0.1134,0.7188,0.25,0
481,0.02665,0.8998,0.2554,0.8441,2.514,138,286,0.4692,0.02821,1.1,0.1853,0.9062,0.5,0.5
482,0.0284,1.306,0,0.7742,1.863,121.9,226,0.4902,0.03138,0.95,-0.1012,0.75,0.5,0.5
483,0.02956,0.5087,0.01885,0.9836,2.793,188,700,0.5236,0.02294,1.043,0.0818,0.8438,0.5,0.5
484,0.03017,0.7498,0,0.4325,0.9714,173.5,668,0.5316,0.02598,0.7875,-0.004614,0.5938,0.25,0.25
485,0.03584,1.034,0,1.024,2.932,198.8,675,0.7259,0.02785,0.875,-0.1035,0.6875,0.5,0.25
486,0.02625,0.6124,0,0.7698,2.471,171.8,279,0.453,0.02498,1.013,-0.007009,0.8125,0.25,0.25
487,0.0238,0.8218,0,0.7439,2.215,160.7,297,0.3901,0.02168,1.106,-0.1047,0.9062,0.25,0.25
488,0.03967,1.287,0,0.5702,1.882,213.1,700,0.6895,0.03477,0.8541,-0.072,0.6562,0.25,0.25
489,0.02333,2.628,0,0.9633,2.607,152.9,279,0.3561,0.0375,1.044,0.1765,0.8438,0.25,0.25
490,0.03654,0.9294,0,0.6677,1.717,157.6,700,0.676,0.03328,1.096,0.01695,0.9062,0.5,0.5
491,0.03237,1.758,0.05489,0.8134,2.907,175.4,292,0.5346,0.04341,0.85,-0.05362,0.6562,0,0
492,0.03517,0.9031,0,1.03,2.925,145,314,0.5989,0.03159,0.8875,-0.1218,0.6875,0.25,0.25
493,0.03713,0.6488,0,0.5474,1.713,206.5,700,0.6751,0.02822,0.8765,-0.03764,0.6875,0.5,0.5
494,0.03951,0.898,0,0.5732,1.387,212.1,700,0.7197,0.03735,0.6937,-0.06962,0.5,0,0
495,0.03303,1.12,0.002771,0.6581,2.162,204.2,700,0.6835,0.02635,0.9375,-0.1019,0.75,1,0.5
496,0.03054,1.792,0,0.6843,2.053,182.1,255,0.4621,0.03059,0.975,-0.04457,0.7812,0.5,0.5
497,0.03508,1.32,0.01488,0.6627,2.121,166.4,642,0.5912,0.2081,0.9,-0.09168,0.7188,0.75,0.5
498,0.03776,1.878,0,0.6943,2.529,137.9,262,0.5815,0.06983,0.8563,-0.1768,0.6562,0.5,0.5
499,0.03453,0.9272,0,0.7366,2.256,167.1,700,0.6258,0.02931,0.9188,-0.1143,0.7188,0,0
500,0.04595,0.8497,1.081e-05,0.6378,2.558,206.1,700,0.8713,0.02959,0.8522,0.1956,0.6562,0.25,0.25
